DocNum,CardCode,DocDate,DocTotal,LineNum,ItemCode,ItemDescription,Quantity,Price,LineTotal,DiscountPercent
1883,J00379,2026-06-27T00:00:00Z,82510,18,10249219,Bolsa de compras – Plástico MK tamaño Pequeño (Paquete de 100),1,423.7288,423.73,0
1883,J00379,2026-06-27T00:00:00Z,82510,19,10247489,Bolsa kit inicial 24,1,1483.0508,1483.05,0
1883,J00379,2026-06-27T00:00:00Z,82510,20,90000002,Catálogo KIT,2,84.7458,169.49,0
1886,C00196,2026-06-27T00:00:00Z,1500,0,EVE001,TICKET GRADUACION,1,1271.1864,1271.19,0
1892,L00186,2026-06-29T00:00:00Z,13435,0,10237287,Sunscreen Broad Spectrum SPF 50,5,1207.6271,6038.14,50
1892,L00186,2026-06-29T00:00:00Z,13435,1,10198866,TimeWise® Microdermabrasion Plus Set (Incluye TimeWise® Microdermabrasion Refine and TimeWise® Pore Minimizer),2,2334.7458,4669.49,50
1895,M00725,2026-06-29T00:00:00Z,1500,0,EVE001,TICKET GRADUACION,1,1271.1864,1271.19,0
1901,S00669,2026-06-29T00:00:00Z,6690,0,10056743,Blemish Control Toner Clear Proof® (Medicamento que se vende sin receta),1,724.5763,724.58,50
1901,S00669,2026-06-29T00:00:00Z,6690,1,10233551,Limpiador – Piel propensa al acné clarificante (US/CA) CLEAR PROOF,1,805.0847,805.09,50
1901,S00669,2026-06-29T00:00:00Z,6690,2,10095054,Clear Proof® Acne Treatment Gel (Medicamento que se vende sin receta),1,563.5593,563.56,50
1901,S00669,2026-06-29T00:00:00Z,6690,3,10217393,"TimeWise® Antioxidant Moisturizer, Normal/Reseca",1,1368.6441,1368.65,50
1901,S00669,2026-06-29T00:00:00Z,6690,4,10177902,Ferulic + Niacinamide Brightener Mary Kay Clinical Solutions®,1,1529.661,1529.65,50
1903,M00176,2026-06-29T00:00:00Z,36235,0,10217404,"TimeWise® 4-in-1 Cleanser, Combinada/Grasa",2,1046.6102,2093.22,50
1903,M00176,2026-06-29T00:00:00Z,36235,1,10099977,Beige C 220 TimeWise® Matte 3D Foundation,6,1046.6102,6279.66,50
1903,M00176,2026-06-29T00:00:00Z,36235,2,10234520,Crema de afeitar – MKMen hidratante,1,805.0847,805.08,50
1903,M00176,2026-06-29T00:00:00Z,36235,3,10234778,Gel facial – Limpieza diaria MKMen,1,805.0847,805.08,50
1903,M00176,2026-06-29T00:00:00Z,36235,4,10234780,Hidratante – MKMen Ultimate,1,1207.6271,1207.63,50
1903,M00176,2026-06-29T00:00:00Z,36235,5,10217415,"Juego Milagroso™ TimeWise®, Combinada/grasa",1,4669.4915,4669.49,50
1903,M00176,2026-06-29T00:00:00Z,36235,6,10233551,Limpiador – Piel propensa al acné clarificante (US/CA) CLEAR PROOF,2,805.0847,1610.17,50
1903,M00176,2026-06-29T00:00:00Z,36235,7,10099978,Bronze W 100 TimeWise® Matte 3D Foundation,2,1046.6102,2093.22,50
1903,M00176,2026-06-29T00:00:00Z,36235,8,10099981,Bronze W 130 TimeWise® Matte 3D Foundation,3,1046.6102,3139.83,50
1903,M00176,2026-06-29T00:00:00Z,36235,9,10099982,Bronze W 140 TimeWise® Matte 3D Foundation,4,1046.6102,4186.45,50
1903,M00176,2026-06-29T00:00:00Z,36235,10,10100036,Bronze W 150 TimeWise® Matte 3D Foundation,3,1046.6102,3139.83,50
1907,R01247,2026-06-29T00:00:00Z,32435,0,10094148,Clear Proof® Deep-Cleansing Charcoal Mask,3,1046.6102,3139.83,50
1907,R01247,2026-06-29T00:00:00Z,32435,1,10100036,Bronze W 150 TimeWise® Matte 3D Foundation,2,1046.6102,2093.22,50
1907,R01247,2026-06-29T00:00:00Z,32435,2,10099974,Beige N 190 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1907,R01247,2026-06-29T00:00:00Z,32435,3,10217391,"TimeWise® Antioxidant Moisturizer, Combinada/Grasa",4,1368.6441,5474.58,50
1907,R01247,2026-06-29T00:00:00Z,32435,4,10099978,Bronze W 100 TimeWise® Matte 3D Foundation,2,1046.6102,2093.22,50
1907,R01247,2026-06-29T00:00:00Z,32435,5,10254234,"TimeWise® 4-in-1 Cleanser, Normal/Reseca",4,1046.6102,4186.44,50
1907,R01247,2026-06-29T00:00:00Z,32435,6,10217393,"TimeWise® Antioxidant Moisturizer, Normal/Reseca",1,1368.6441,1368.64,50
1907,R01247,2026-06-29T00:00:00Z,32435,7,10162409,Mary Kay® Body Care Collection: Apple & Almond Scented Body Lotion,3,644.0678,1932.2,50
1907,R01247,2026-06-29T00:00:00Z,32435,8,10099977,Beige C 220 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1907,R01247,2026-06-29T00:00:00Z,32435,9,10099975,Beige N 200 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1907,R01247,2026-06-29T00:00:00Z,32435,10,10099981,Bronze W 130 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1907,R01247,2026-06-29T00:00:00Z,32435,11,10198866,TimeWise® Microdermabrasion Plus Set (Incluye TimeWise® Microdermabrasion Refine and TimeWise® Pore Minimizer),1,2334.7458,2334.75,50
1908,R01247,2026-06-29T00:00:00Z,3515,0,10099979,Bronze W 110 TimeWise® Matte 3D Foundation,2,1046.6102,2093.22,50
1908,R01247,2026-06-29T00:00:00Z,3515,1,10072825,Deep CC Cream Sunscreen Broad Spectrum SPF 15 (medicamento que se vende sin receta),1,885.5932,885.59,50
1925,E01204,2026-06-30T00:00:00Z,31105,0,10234061,CREAM-MK CS BARRIER RSTR 1-1-3,1,1851.6949,1851.69,50
1925,E01204,2026-06-30T00:00:00Z,31105,1,10219506,TimeWise Body Targeted-Action® Toning Lotion,2,1449.1525,2898.3,50
1925,E01204,2026-06-30T00:00:00Z,31105,2,10177899,C + Resveratrol Line-Reducer Mary Kay Clinical Solutions™,1,1529.661,1529.66,50
1925,E01204,2026-06-30T00:00:00Z,31105,3,10234520,Crema de afeitar – MKMen hidratante,1,805.0847,805.08,50
1925,E01204,2026-06-30T00:00:00Z,31105,4,10177902,Ferulic + Niacinamide Brightener Mary Kay Clinical Solutions®,2,1529.661,3059.32,50
1925,E01204,2026-06-30T00:00:00Z,31105,5,10233087,Gel – Primer de maquillaje SPF 15 (US/CA),1,805.0847,805.08,50
1925,E01204,2026-06-30T00:00:00Z,31105,6,10224657,Loción – TimeWise Refine (MK),2,1449.1525,2898.31,50
1925,E01204,2026-06-30T00:00:00Z,31105,7,10075680,MK High Intensity Sport Colonia,1,1851.6949,1851.69,50
1925,E01204,2026-06-30T00:00:00Z,31105,8,10177906,HA + Ceramide Hydrator Mary Kay Clinical Solutions™,1,1529.661,1529.66,50
1925,E01204,2026-06-30T00:00:00Z,31105,9,10099978,Bronze W 100 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1925,E01204,2026-06-30T00:00:00Z,31105,10,10100036,Bronze W 150 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1925,E01204,2026-06-30T00:00:00Z,31105,11,10099981,Bronze W 130 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1925,E01204,2026-06-30T00:00:00Z,31105,12,10095054,Clear Proof® Acne Treatment Gel (Medicamento que se vende sin receta),1,563.5593,563.56,50
1925,E01204,2026-06-30T00:00:00Z,31105,13,10071883,TimeWise Repair® Volu-Fill® Deep Wrinkle Filler,1,2012.7119,2012.72,50
1925,E01204,2026-06-30T00:00:00Z,31105,14,10072682,Crema nocturna extra emoliente,1,724.5763,724.58,50
1925,E01204,2026-06-30T00:00:00Z,31105,15,10229067,Mary Kay® After-Sun Replenishing Gel,1,805.0847,805.08,50
1925,E01204,2026-06-30T00:00:00Z,31105,16,10234780,Hidratante – MKMen Ultimate,1,1207.6271,1207.64,50
1927,R01247,2026-06-30T00:00:00Z,2035,0,10072682,Crema nocturna extra emoliente,1,724.5763,724.58,50
1927,R01247,2026-06-30T00:00:00Z,2035,1,10041758,"Papelillos absorbentes de grasa - Beauty Blotters®, paq./75",1,322.0339,322.03,50
1934,M00583,2026-06-30T00:00:00Z,55140,0,10090638,Juego Satin Hands® White Tea & Citrus,1,1529.661,1529.66,50
1934,M00583,2026-06-30T00:00:00Z,55140,1,10072682,Crema nocturna extra emoliente,1,724.5763,724.58,50
1934,M00583,2026-06-30T00:00:00Z,55140,2,10223788,Mint Bliss™ Energizing Lotion for Feet & Legs,2,483.0508,966.1,50
1934,M00583,2026-06-30T00:00:00Z,55140,3,10072824,Medium to Deep CC Cream Sunscreen Broad Spectrum SPF 15 (medicamento que se vende sin receta),2,885.5932,1771.19,50
1934,M00583,2026-06-30T00:00:00Z,55140,4,10233087,Gel – Primer de maquillaje SPF 15 (US/CA),3,805.0847,2415.25,50
1934,M00583,2026-06-30T00:00:00Z,55140,5,10171886,TimeWise Replenishing Serum C+E™,1,2415.2542,2415.25,50
1934,M00583,2026-06-30T00:00:00Z,55140,6,10217391,"TimeWise® Antioxidant Moisturizer, Combinada/Grasa",6,1368.6441,8211.86,50
1934,M00583,2026-06-30T00:00:00Z,55140,7,10217385,TimeWise® Daytime Defender Sunscreen Broad Spectrum SPF 30,4,1368.6441,5474.58,50
1934,M00583,2026-06-30T00:00:00Z,55140,8,10041758,"Papelillos absorbentes de grasa - Beauty Blotters®, paq./75",2,322.0339,644.07,50
1934,M00583,2026-06-30T00:00:00Z,55140,9,10234520,Crema de afeitar – MKMen hidratante,2,805.0847,1610.17,50
1934,M00583,2026-06-30T00:00:00Z,55140,10,10234778,Gel facial – Limpieza diaria MKMen,2,805.0847,1610.17,50
1934,M00583,2026-06-30T00:00:00Z,55140,11,10234780,Hidratante – MKMen Ultimate,1,1207.6271,1207.63,50
1934,M00583,2026-06-30T00:00:00Z,55140,12,10177902,Ferulic + Niacinamide Brightener Mary Kay Clinical Solutions®,2,1529.661,3059.32,50
1934,M00583,2026-06-30T00:00:00Z,55140,13,10227734,Mary Kay Clinical Solutions® Dynamic Wrinkle Limiter™,1,2334.7458,2334.75,50
1934,M00583,2026-06-30T00:00:00Z,55140,14,10238881,SERUM-MK CLNCL SLTN RETINL 0.3,2,2817.7966,5635.59,50
1934,M00583,2026-06-30T00:00:00Z,55140,15,10107305,Colección esencial de brochas y pinceles Mary Kay®,1,2415.2542,2415.25,50
1934,M00583,2026-06-30T00:00:00Z,55140,16,10122325,Brocha para base líquida Mary Kay®,2,563.5593,1127.12,50
1934,M00583,2026-06-30T00:00:00Z,55140,17,10211391,LGT PEACH CORRECTOR-MK UNDREYE,2,724.5763,1449.16,50
1934,M00583,2026-06-30T00:00:00Z,55140,18,10211392,DP PEACH CORRECTOR-MK UNDEREYE,2,724.5763,1449.15,50
1937,M00583,2026-06-30T00:00:00Z,5890,0,10099982,Bronze W 140 TimeWise® Matte 3D Foundation,2,1046.6102,2093.22,50
1937,M00583,2026-06-30T00:00:00Z,5890,1,10100036,Bronze W 150 TimeWise® Matte 3D Foundation,2,1046.6102,2093.22,50
1937,M00583,2026-06-30T00:00:00Z,5890,2,10089645,Poppy Please Mary Kay® Gel Semi-Matte Lipstick,1,805.0847,805.09,50
1938,L00196,2026-06-30T00:00:00Z,21890,0,10072823,Light to Medium CC Cream Sunscreen Broad Spectrum SPF 15 (medicamento que se vende sin receta),1,885.5932,885.59,50
1938,L00196,2026-06-30T00:00:00Z,21890,1,10234778,Gel facial – Limpieza diaria MKMen,1,805.0847,805.08,50
1938,L00196,2026-06-30T00:00:00Z,21890,2,10071883,TimeWise Repair® Volu-Fill® Deep Wrinkle Filler,1,2012.7119,2012.71,50
1938,L00196,2026-06-30T00:00:00Z,21890,3,10234061,CREAM-MK CS BARRIER RSTR 1-1-3,2,1851.6949,3703.4,50
1938,L00196,2026-06-30T00:00:00Z,21890,4,10238881,SERUM-MK CLNCL SLTN RETINL 0.3,2,2817.7966,5635.6,50
1938,L00196,2026-06-30T00:00:00Z,21890,5,10191232,MASCARA-MK GREAT HEIGHTS BLACK,1,724.5763,724.58,50
1938,L00196,2026-06-30T00:00:00Z,21890,6,10201304,MARY KAY HYDRATING CLEANSER (N/D),1,805.0847,805.08,50
1938,L00196,2026-06-30T00:00:00Z,21890,7,10201374,MARY KAY HYDRATING MOISTURIZER (N/D),1,805.0847,805.08,50
1938,L00196,2026-06-30T00:00:00Z,21890,8,10204126,"Mary Kay® Hydrating Go Set (Includes travel-sized Mary Kay® Hydrating Cleanser, Mary Kay® Hydrating Moisturizer, Mary Kay® Balancing Toner, Mary Kay® Exfoliating Scrub)",1,885.5932,885.59,50
1938,L00196,2026-06-30T00:00:00Z,21890,9,10201384,MARY KAY BALANCING TONER,1,805.0847,805.09,50
1938,L00196,2026-06-30T00:00:00Z,21890,10,10201395,MARY KAY EXFOLIATING SCRUB,1,805.0847,805.08,50
1950,B00838,2026-06-30T00:00:00Z,64640,0,10056743,Blemish Control Toner Clear Proof® (Medicamento que se vende sin receta),1,724.5763,724.58,50
1950,B00838,2026-06-30T00:00:00Z,64640,1,10095054,Clear Proof® Acne Treatment Gel (Medicamento que se vende sin receta),2,563.5593,1127.12,50
1950,B00838,2026-06-30T00:00:00Z,64640,2,10160886,Agua Micellar Mary Kay®,2,724.5763,1449.15,50
1950,B00838,2026-06-30T00:00:00Z,64640,3,10177902,Ferulic + Niacinamide Brightener Mary Kay Clinical Solutions®,2,1529.661,3059.32,50
1950,B00838,2026-06-30T00:00:00Z,64640,4,10177899,C + Resveratrol Line-Reducer Mary Kay Clinical Solutions™,2,1529.661,3059.32,50
1950,B00838,2026-06-30T00:00:00Z,64640,5,10217455,"Juego Milagroso™ TimeWise® The Go Set, Combinada/Grasa",1,1127.1186,1127.12,50
1950,B00838,2026-06-30T00:00:00Z,64640,6,10179024,Mary Kay® Oil-Free Eye Makeup Remover,4,805.0847,3220.34,50
1950,B00838,2026-06-30T00:00:00Z,64640,7,10237287,Sunscreen Broad Spectrum SPF 50,5,1207.6271,6038.14,50
1950,B00838,2026-06-30T00:00:00Z,64640,8,10257266,Volu-Firm® Day Cream Sunscreen Broad Spectrum SPF 30 Repair,3,2173.7288,6521.19,50
1950,B00838,2026-06-30T00:00:00Z,64640,9,10217391,"TimeWise® Antioxidant Moisturizer, Combinada/Grasa",8,1368.6441,10949.15,50
1950,B00838,2026-06-30T00:00:00Z,64640,10,10217385,TimeWise® Daytime Defender Sunscreen Broad Spectrum SPF 30,3,1368.6441,4105.93,50
1950,B00838,2026-06-30T00:00:00Z,64640,11,10252247,Hot Coral Rubor,1,563.5593,563.56,50
1950,B00838,2026-06-30T00:00:00Z,64640,12,10153490,Tawny Nude Mary Kay Unlimited™ Lip Gloss,2,724.5763,1449.15,50
1950,B00838,2026-06-30T00:00:00Z,64640,13,10204143,"Mary Kay® Mattifying Go Set (Includes travel-sized Mary Kay® Mattifying Cleanser, Mary Kay® Mattifying Moisturizer, Mary Kay® Balancing Toner, Mary Kay® Exfoliating Scrub)",1,885.5932,885.59,50
1950,B00838,2026-06-30T00:00:00Z,64640,14,10177906,HA + Ceramide Hydrator Mary Kay Clinical Solutions™,3,1529.661,4588.98,50
1950,B00838,2026-06-30T00:00:00Z,64640,15,10254234,"TimeWise® 4-in-1 Cleanser, Normal/Reseca",5,1046.6102,5233.05,50
1949,E00182,2026-06-30T00:00:00Z,21570,0,10160886,Agua Micellar Mary Kay®,1,724.5763,724.58,50
1949,E00182,2026-06-30T00:00:00Z,21570,1,10094148,Clear Proof® Deep-Cleansing Charcoal Mask,3,1046.6102,3139.83,50
1949,E00182,2026-06-30T00:00:00Z,21570,2,10177902,Ferulic + Niacinamide Brightener Mary Kay Clinical Solutions®,2,1529.661,3059.32,50
1949,E00182,2026-06-30T00:00:00Z,21570,3,10234778,Gel facial – Limpieza diaria MKMen,1,805.0847,805.08,50
1949,E00182,2026-06-30T00:00:00Z,21570,4,10072824,Medium to Deep CC Cream Sunscreen Broad Spectrum SPF 15 (medicamento que se vende sin receta),1,885.5932,885.59,50
1949,E00182,2026-06-30T00:00:00Z,21570,5,10237287,Sunscreen Broad Spectrum SPF 50,4,1207.6271,4830.51,50
1949,E00182,2026-06-30T00:00:00Z,21570,6,10201340,MARY KAY MATTIFYING CLEANSER (C/O),2,805.0847,1610.17,50
1949,E00182,2026-06-30T00:00:00Z,21570,7,10122325,Brocha para base líquida Mary Kay®,2,563.5593,1127.12,50
1949,E00182,2026-06-30T00:00:00Z,21570,8,10201384,MARY KAY BALANCING TONER,1,805.0847,805.08,50
1949,E00182,2026-06-30T00:00:00Z,21570,9,10249219,Bolsa de compras – Plástico MK tamaño Pequeño (Paquete de 100),1,423.7288,423.73,0
1949,E00182,2026-06-30T00:00:00Z,21570,10,10149098,Toallitas faciales desechables MK (Paquete de 30),1,190.678,190.68,0
1953,G01241,2026-06-30T00:00:00Z,15335,0,10229067,Mary Kay® After-Sun Replenishing Gel,2,805.0847,1610.17,50
1953,G01241,2026-06-30T00:00:00Z,15335,1,10254234,"TimeWise® 4-in-1 Cleanser, Normal/Reseca",1,1046.6102,1046.61,50
1953,G01241,2026-06-30T00:00:00Z,15335,2,10237287,Sunscreen Broad Spectrum SPF 50,1,1207.6271,1207.63,50
1953,G01241,2026-06-30T00:00:00Z,15335,3,10072682,Crema nocturna extra emoliente,1,724.5763,724.58,50
1953,G01241,2026-06-30T00:00:00Z,15335,4,10171886,TimeWise Replenishing Serum C+E™,1,2415.2542,2415.25,50
1953,G01241,2026-06-30T00:00:00Z,15335,5,10099966,Beige C 110 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1953,G01241,2026-06-30T00:00:00Z,15335,6,10099967,Beige C 120 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1953,G01241,2026-06-30T00:00:00Z,15335,7,10099968,Beige C 130 TimeWise® Matte 3D Foundation,1,1046.6102,1046.61,50
1953,G01241,2026-06-30T00:00:00Z,15335,8,10175896,Medium Beige Mary Kay® Silky Setting Powder,1,805.0847,805.08,50
1953,G01241,2026-06-30T00:00:00Z,15335,9,10233087,Gel – Primer de maquillaje SPF 15 (US/CA),1,805.0847,805.09,50
1953,G01241,2026-06-30T00:00:00Z,15335,10,10252251,Wineberry Rubor,1,563.5593,563.56,50
1960,L00186,2026-06-30T00:00:00Z,1500,0,EVE001,TICKET GRADUACION,1,1271.1864,1271.19,0
